"",,,Starting,Total,Total,Total,Total
Rank,Name,Nation,Number,Segment,Element,Program  Component,Deductions
"",,,,Score,Score,Score (factored),
1,Evgenia MEDVEDEVA,RUS,5,137.08,66.52,70.56,0.00
"",Executed,Base,,,,,,,,,,,,,Scores of
"#",,,,GOE,,J1,J2,J3 Info J4,J5,J6,J7,J8,J9,Ref,
"",Elements,Value,,,,,,,,,,,,,Panel
1,3Lz+2T+2T !,8.50,,,0.67,2,1,1 0,-1,1,2,1,2,,9.17
2,2A,3.30,,,0.80,3,3,3 3,2,2,1,2,2,,4.10
3,3Lze e,4.43,,,-0.57,-1,-1,-1 -2,-1,-2,-1,-2,-1,,3.86
4,FCSp4,3.20,,,0.69,2,2,2 2,2,2,2,3,3,,3.89
5,ChSq1,3.00,,,1.50,3,4,3 4,3,2,3,3,2,,4.50
6,2A,3.30,,,0.75,2,4,2 3,2,2,3,2,2,,4.05
7,3F+3T,10.45,x,,1.51,3,3,3 3,2,3,4,2,3,,11.96
8,3S+3T,9.35,x,,1.04,3,3,3 2,2,2,3,2,2,,10.39
9,3Lo< <,4.05,x,,-0.26,0,-2,-1 -2,0,-1,1,-1,0,,3.79
10,FCCoSp3V,2.25,,,0.36,3,2,1 2,2,1,2,1,0,,2.61
11,StSq4,3.90,,,1.34,4,4,3 3,3,4,4,3,3,,5.24
12,CCoSp3V,2.25,,,0.71,3,3,4 3,3,3,4,3,3,,2.96
"",,57.98,,,,,,,,,,,,,66.52
"",Program Components,,,,Factor,,,,,,,,,,
"",Skating Skills,,,,1.60,8.75,9.50,9.00 8.25,8.00,8.50,9.25,9.25,9.25,,8.89
"",Transitions,,,,1.60,8.25,9.00,9.00 7.75,7.75,7.50,9.00,8.75,8.75,,8.46
"",Performance,,,,1.60,8.50,9.50,9.25 8.50,8.25,9.00,9.50,8.75,9.50,,9.00
"",Composition,,,,1.60,8.75,9.25,9.00 8.25,8.50,7.75,9.25,9.25,9.00,,8.86
"",Interpretation of the Music,,,,1.60,8.50,9.50,9.00 7.75,8.50,8.75,9.50,8.75,9.25,,8.89
"",Judges Total Program Component Score (factored),,,,,,,,,,,,,,70.56
Deductions,0.00
"",,,Starting,Total,Total,Total,Total
Rank,Name,Nation,Number,Segment,Element,Program  Component,Deductions
"",,,,Score,Score,Score (factored),
2,Mako YAMASHITA,JPN,11,136.76,71.67,65.09,0.00
"",Executed,Base,,,,,,,,,,,,,,Scores of
"#",,,,GOE,,J1,J2,J3,J4,J5,J6,J7,J8,J9,Ref,
"",Elements,Value,,,,,,,,,,,,,,Panel
1,3Lz+3T+2T,11.40,,,1.77,3,2,2,3,3,3,4,3,4,,13.17
2,3F !,5.30,,,0.53,1,0,1,1,1,1,1,1,1,,5.83
3,2A,3.30,,,0.71,2,2,3,3,2,2,2,2,2,,4.01
4,CCoSp4,3.50,,,0.70,2,1,2,3,3,2,2,2,1,,4.20
5,ChSq1,3.00,,,1.21,3,3,2,3,3,2,2,2,1,,4.21
6,2A,3.30,,,0.75,2,2,2,4,2,3,3,2,1,,4.05
7,FCSp4,3.20,,,0.46,1,2,2,2,2,0,2,1,0,,3.66
8,3Lz+3T,11.11,x,,1.85,3,3,2,3,3,5,3,4,3,,12.96
9,3Lo< <,4.05,x,,-0.32,0,-2,-1,-1,0,0,0,-2,-2,,3.73
10,StSq3,3.30,,,1.13,3,4,3,4,2,3,4,4,3,,4.43
11,3S+2T,6.16,x,,0.86,2,2,2,2,2,3,2,2,2,,7.02
12,FCCoSp4,3.50,,,0.90,2,2,2,3,4,3,3,2,3,,4.40
"",,61.12,,,,,,,,,,,,,,71.67
"",Program Components,,,,Factor,,,,,,,,,,,
"",Skating Skills,,,,1.60,7.75,8.00,8.25,9.00,8.00,8.50,8.75,9.00,8.00,,8.36
"",Transitions,,,,1.60,7.50,7.50,8.00,8.25,7.75,8.00,8.50,7.75,8.00,,7.89
"",Performance,,,,1.60,7.50,8.00,8.25,8.75,8.00,7.50,8.75,8.50,8.25,,8.18
"",Composition,,,,1.60,8.00,8.00,8.00,9.25,8.00,7.75,8.50,8.25,8.50,,8.18
"",Interpretation of the Music,,,,1.60,7.75,7.75,8.00,9.00,8.25,7.75,8.75,8.00,8.00,,8.07
"",Judges Total Program Component Score (factored),,,,,,,,,,,,,,,65.09
Deductions,0.00
"",,,Starting,Total,Total,Total,Total
Rank,Name,Nation,Number,Segment,Element,Program  Component,Deductions
"",,,,Score,Score,Score (factored),
3,Elizaveta TUKTAMYSHEVA,RUS,10,129.10,65.26,64.84,1.00
"",Executed Base,,,,,,,,,,,,,Scores of
"#",,,GOE,,J1,J2,J3 Info J4,J5,J6,J7,J8,J9,Ref,
"",Elements Value,,,,,,,,,,,,,Panel
1,3A  8.00,,,-4.00,-5,-5,-5 -5,-5,-5,-5,-5,-5,,4.00
2,3Lz+2T  7.20,,,1.18,3,2,2 1,2,2,2,2,2,,8.38
3,3Lz  5.90,,,1.60,2,3,3 3,3,3,2,3,2,,7.50
4,LSp3  2.40,,,0.55,3,3,3 1,2,2,3,2,0,,2.95
5,StSq3  3.30,,,0.75,3,1,2 2,2,3,2,2,3,,4.05
6,2A+3T  7.50,,,0.78,2,0,2 2,2,2,1,2,2,,8.28
7,3Lo  5.39,x,,0.98,3,2,2 2,3,2,1,2,1,,6.37
8,3S  4.73,x,,1.04,2,2,2 3,3,3,3,2,1,,5.77
9,ChSq1  3.00,,,1.00,3,1,2 2,3,2,1,2,2,,4.00
10,2A+2T+2Lo  6.93,x,,0.05,2,0,1 0,2,-1,-2,0,-1,,6.98
11,FSSp4  3.00,,,0.51,3,2,2 2,2,1,2,1,-1,,3.51
12,CCoSp3  3.00,,,0.47,3,0,2 1,3,1,3,0,1,,3.47
"",60.35,,,,,,,,,,,,,65.26
"",Program Components,,,Factor,,,,,,,,,,
"",Skating Skills,,,1.60,8.50,8.25,8.75 7.50,8.00,8.00,8.00,7.50,7.75,,8.00
"",Transitions,,,1.60,8.25,7.75,8.50 7.00,8.25,7.50,8.00,7.25,7.25,,7.75
"",Performance,,,1.60,8.25,8.50,8.50 7.75,8.50,8.50,8.25,7.75,8.50,,8.32
"",Composition,,,1.60,8.50,8.50,8.75 7.25,8.25,7.75,8.50,7.50,8.00,,8.14
"",Interpretation of the Music,,,1.60,8.50,8.50,8.75 7.75,8.50,8.25,8.25,8.00,8.25,,8.32
"",Judges Total Program Component Score (factored),,,,,,,,,,,,,64.84
Deductions,Falls:,-1.00(1),-1.00
"",,,Starting,Total,Total,Total,Total
Rank,Name,Nation,Number,Segment,Element,Program  Component,Deductions
"",,,,Score,Score,Score (factored),
4,Mariah BELL,USA,8,126.90,63.90,64.00,1.00
"",Executed,Base,,,,,,,,,,,,,,Scores of
"#",,,,GOE,,J1,J2,J3,J4,J5,J6,J7,J8,J9,Ref,
"",Elements,Value,,,,,,,,,,,,,,Panel
1,2A+3T,7.50,,,-1.08,-2,-3,-1,-2,-4,-3,-2,-3,-3,,6.42
2,3Lo,4.90,,,0.91,2,1,1,2,2,2,2,2,2,,5.81
3,CCoSp4,3.50,,,1.30,3,4,4,4,3,4,4,4,3,,4.80
